name,manufacturer,msrp,nvme_slot_count,ethernet,photo,socket,form_factor,max_memory,memory_slots,color
MSI Z370 KRAIT GAMING,MSI ,,,,,LGA1151,ATX,64,4,Black / White
EVGA Z370 FTW,EVGA ,,,,,LGA1151,ATX,64,4,Black
ASRock H110M-HDV R3.0,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte B360N WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black
Asus TUF H310-Plus Gaming,Asus ,,,,,LGA1151,ATX,32,2,Orange / Black
MSI MEG X399 CREATION,MSI ,,,,,sTR4,EATX,128,8,Black / Silver
ASRock Z390 Taichi Ultimate,ASRock ,,,,,LGA1151,ATX,128,4,Black / Silver
Asus ROG MAXIMUS XI EXTREME,Asus ,,,,,LGA1151,EATX,128,4,Black
Gigabyte Z490 VISION D,Gigabyte ,,,,,LGA1200,ATX,128,4,Black / Silver
Asus ROG STRIX H470-I GAMING,Asus ,,,,,LGA1200,Mini ITX,64,2,Black
ASRock H470M-HDV,ASRock ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock B760M Pro-A D4,ASRock ,,,,,LGA1700,Micro ATX,128,4,White / Black
Supermicro MBD-X11SAE-F-O,Supermicro ,495.15,,,,LGA1151,ATX,64,4,Black / Green
Supermicro A1SRI-2758F-O,Supermicro ,489,,,,Integrated Atom C2358,Mini ITX,64,4,Black / Green
Biostar B550GTQ,Biostar ,,,,,AM4,Micro ATX,128,4,Black
Gigabyte Z590 AORUS TACHYON,Gigabyte ,495.15,,,,LGA1200,EATX,64,2,Black
Gigabyte GA-MA785GM-US2H,Gigabyte ,,,,,AM3/AM2+/AM2,Micro ATX,16,4,Multicolor
Intel DH67CL,Intel ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock G41M-S3,ASRock ,,,,,LGA775,Micro ATX,8,2,Blue / White
Gigabyte GA-Z68X-UD3H-B3,Gigabyte ,,,,,LGA1155,ATX,32,4,Black / Silver
ASRock 970 Extreme4,ASRock ,,,,,AM3+,ATX,32,4,Black / Blue
MSI Z77A-G45,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus P8B75-V,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock B75 Pro3-M,ASRock ,,,,,LGA1155,Micro ATX,32,4,Brown / Black
ASRock Z77 Extreme3,ASRock ,,,,,LGA1155,ATX,32,4,Brown / Black
Asus H87M-Plus/CSM,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Asus GRYPHON Z87,Asus ,,,,,LGA1150,Micro ATX,32,4,Brown / Black
MSI Z87-G43,MSI ,,,,,LGA1150,ATX,32,4,Black / Blue
Intel DH87MC,Intel ,,,,,LGA1150,ATX,32,4,Black / Blue
MSI CSM-B75MA-P45,MSI ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-B85M-DS3H,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black / Gray
Asus SABERTOOTH Z97 MARK 1,Asus ,,,,,LGA1150,ATX,32,4,Brown / Black
MSI Z97-GD65 Gaming,MSI ,,,,,LGA1150,ATX,32,4,Black / Red
ASRock H97 Anniversary,ASRock ,,,,,LGA1150,ATX,32,4,Black / Blue
Asus X99-E WS,Asus ,,,,,LGA2011-3,SSI CEB,128,8,Black / Silver
ASRock FM2A68M-HD+,ASRock ,,,,,FM2+,Micro ATX,32,2,Brown / Black
MSI A88XI AC V2,MSI ,,,,,FM2+,Mini ITX,16,2,Black / Silver
Gigabyte GA-X99-SLI,Gigabyte ,,,,,LGA2011-3,ATX,128,8,Black / Gold
Gigabyte GA-Z170X-Gaming G1,Gigabyte ,,,,,LGA1151,EATX,64,4,Black / Red
MSI Z170A TOMAHAWK,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
Supermicro MBD-X11SSM-F,Supermicro ,,,,,LGA1151,Micro ATX,64,4,Black / Green
Asus B150M-PLUS,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
MSI Z170A MPOWER GAMING TITANIUM,MSI ,,,,,LGA1151,ATX,64,4,Silver / Black
Supermicro X10SDV-4C-TLN2F,Supermicro ,,,,,Integrated Xeon D-1521,Mini ITX,64,4,Green
MSI B250M PRO-VH,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte GA-Z270X-Gaming 5,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / White
MSI B250I PRO,MSI ,,,,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-Z270X-DESIGNARE,Gigabyte ,,,,,LGA1151,ATX,64,4,Silver
ASRock X299 Taichi,ASRock ,,,,,LGA2066,ATX,128,8,Black / Silver
Asus Prime H370-Plus,Asus ,,,,,LGA1151,ATX,64,4,Silver / Black
Biostar X470GTN,Biostar ,,,,,AM4,Mini ITX,32,2,Black
ASRock X370M-HDV,ASRock ,,,,,AM4,Micro ATX,32,2,Black / Silver
Asus ROG MAXIMUS XII APEX,Asus ,,,,,LGA1200,ATX,64,2,Black
MSI B560-A PRO,MSI ,,,,,LGA1200,ATX,128,4,Black
MSI PRO B650M-E,MSI ,,,,,AM5,Micro ATX,96,2,Black
MSI PRO Z690-P WIFI,MSI ,,,,,LGA1700,ATX,192,4,Black
Supermicro MBD-X11SSH-LN4F,Supermicro ,394.66,,,,LGA1151,Micro ATX,64,4,Green / Black
ASRock H470M Pro4,ASRock ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte B550M H,Gigabyte ,,,,,AM4,Micro ATX,64,2,Black / Silver
ASRock Z490M Pro4,ASRock ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Asus Pro WS C246-ACE,Asus ,,,,,LGA1151,ATX,128,4,Black
Asus P6X58D-E,Asus ,,,,,LGA1366,ATX,24,6,Black / Blue
Gigabyte GA-G41MT-D3,Gigabyte ,,,,,LGA775,Micro ATX,8,2,Blue / White
Asus Maximus IV Extreme-Z,Asus ,,,,,LGA1155,EATX,32,4,Black / Red
ASRock Z68 Extreme3 Gen3,ASRock ,,,,,LGA1155,ATX,32,4,Black
Intel DX79SI,Intel ,,,,,LGA2011,ATX,64,8,Black / Blue
Intel DH77EB,Intel ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
MSI H61M-P31 (G3),MSI ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
MSI Z77A-G41,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI H87-G43,MSI ,,,,,LGA1150,ATX,32,4,Black / Blue
ASRock H81M,ASRock ,,,,,LGA1150,Micro ATX,16,2,Black
ASRock H81M-DGS,ASRock ,,,,,LGA1150,Micro ATX,16,2,Black
EVGA Classified,EVGA ,,,,,LGA1150,EATX,32,4,Black / Red
Gigabyte GA-Z170M-D3H,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Asus MAXIMUS VIII IMPACT,Asus ,,,,,LGA1151,Mini ITX,32,2,Black / Red
Gigabyte GA-B150N Phoenix-WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
Gigabyte GA-Z170-Gaming K3-EU,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-X99-Phoenix SLI,Gigabyte ,,,,,LGA2011-3,ATX,128,8,Orange / White
Supermicro X9DRL-3F,Supermicro ,,,,,2 x LGA2011,ATX,64,8,Green / Blue
Biostar H110MH PRO D4,Biostar ,,,,,LGA1151,Micro ATX,32,2,Black / Yellow
MSI B350 KRAIT GAMING,MSI ,,,,,AM4,ATX,64,4,Black / White
MSI X299 SLI PLUS,MSI ,,,,,LGA2066,ATX,128,8,Blue / Silver
MSI B360M PRO-VH,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte H370 AORUS GAMING 3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Orange
MSI H310M GAMING ARCTIC,MSI ,,,,,LGA1151,Micro ATX,32,2,White
Gigabyte GA-AX370M-Gaming 3,Gigabyte ,,,,,AM4,Micro ATX,64,4,Beige / Red
Asus PRIME H310M-C/CSM,Asus ,,,,,LGA1151,Micro ATX,32,2,Green / Black
Gigabyte X470 AORUS GAMING 7 WIFI-50,Gigabyte ,,,,,AM4,ATX,64,4,Black / Silver
Asus ROG STRIX B365-G GAMING,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Red
ASRock H570 Steel Legend,ASRock ,,,,,LGA1200,ATX,128,4,Silver / Black
ASRock B660M PG Riptide,ASRock ,,,,,LGA1700,Micro ATX,128,4,Black / Blue
MSI PRO H410M-B,MSI ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock Z690-C/D5,ASRock ,,,,,LGA1700,ATX,192,4,Black / Silver
Asus PRIME A620M-A,Asus ,,,,,AM5,Micro ATX,192,4,Silver / Black
Gigabyte B650E AORUS TACHYON,Gigabyte ,,,,,AM5,ATX,96,2,Silver / Black
Gigabyte H410M S2 V2,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Gray / Black
Biostar B760NH-E,Biostar ,,,,,LGA1700,Mini ITX,96,2,Silver / Black
MSI Z270 XPOWER GAMING TITANIUM,MSI ,,,,,LGA1151,ATX,64,4,Silver / Black
ASRock X470 Master SLI,ASRock ,583.33,,,,AM4,ATX,64,4,Black
ASRock H570M Pro4,ASRock ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
ASRock Z590 Taichi,ASRock ,,,,,LGA1200,ATX,128,4,Black / Silver
Asus M4A79XTD EVO,Asus ,,,,,AM3,ATX,16,4,Black / Blue
Intel DG41AN,Intel ,,,,,LGA775,Mini ITX,4,2,Green / Blue
MSI X58 Pro-E,MSI ,,,,,LGA1366,ATX,24,6,Black / Blue
MSI H55M-P33,MSI ,,,,,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-G41MT-S2P,Gigabyte ,,,,,LGA775,Micro ATX,8,2,Blue / White
Asus F1A55-M LX PLUS,Asus ,,,,,FM1,Micro ATX,32,2,Black / Blue
ASRock B75M,ASRock ,,,,,LGA1155,Micro ATX,16,2,Brown / Black
Asus F1A75-M PRO R2.0,Asus ,,,,,FM1,Micro ATX,64,4,Black / Blue
ASRock B85M-ITX,ASRock ,,,,,LGA1150,Mini ITX,16,2,
Gigabyte GA-Q87M-D2H,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black / Gray
Asus Maximus VI Formula,Asus ,,,,,LGA1150,ATX,32,4,Black / Red
Asus A88X-PRO,Asus ,,,,,FM2+,ATX,64,4,Black / Gold
ASRock X99 WS-E,ASRock ,,,,,LGA2011-3,EATX,128,8,Black / Blue
ASRock EP2C612D16SM,ASRock ,,,,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
ASRock Z97X Killer/3.1,ASRock ,,,,,LGA1150,ATX,32,4,Black / Red
Asus H110M-C D3,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Gold
ASRock EP2C612 WS,ASRock ,,,,,2 x LGA2011-3,SSI EEB,256,8,Black / Blue
Gigabyte GA-X150M-PRO ECC,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Brown / Black
MSI Z170A SLI,MSI ,,,,,LGA1151,ATX,64,4,Black / Gray
Gigabyte GA-B150-HD3P,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Yellow
MSI 970A GAMING PRO CARBON,MSI ,,,,,AM3+/AM3,ATX,32,4,Black / Silver
ASRock Fatal1ty Z270 Gaming-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Red
ASRock Z170 Pro4/D3,ASRock ,,,,,LGA1151,ATX,64,4,Black / Orange
Asus MAXIMUS IX APEX,Asus ,,,,,LGA1151,EATX,32,2,Black / Silver
MSI Z270 GAMING PRO,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
ASRock X370 GAMING X,ASRock ,,,,,AM4,ATX,64,4,Black / Red
Asus ROG STRIX X299-XE GAMING,Asus ,,,,,LGA2066,ATX,128,8,Black / Silver
Gigabyte B360N AORUS GAMING WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
MSI H310-A PRO,MSI ,,,,,LGA1151,ATX,32,2,Brown / Black
Asus Prime H370-A/CSM,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
Biostar H61MLV,Biostar ,,,,,LGA1155,Micro ATX,16,2,Black / Red
Gigabyte X299X AORUS MASTER,Gigabyte ,,,,,LGA2066,EATX,256,8,Black / Orange
Gigabyte H470M DS3H,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
MSI H410M PRO-VH,MSI ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
Asus PRIME H570M-PLUS,Asus ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
Gigabyte B660M D3H DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black
Gigabyte Z690 AORUS ELITE AX DDR4 V2,Gigabyte ,,,,,LGA1700,ATX,128,4,Black / Silver
Asus PRIME H510M-E R2.0,Asus ,,,,,LGA1200,Micro ATX,64,2,Silver / Black
MSI PRO B760-VC,MSI ,,,,,LGA1700,ATX,192,4,Black
Gigabyte Z590M,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Brown
MSI MAG H670 TOMAHAWK WIFI DDR4,MSI ,,,,,LGA1700,ATX,128,4,Black / Silver
ASRock E3V5 WS,ASRock ,,,,,LGA1151,ATX,64,4,Black / White
ASRock Z270 Killer SLI,ASRock ,333.78,,,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-Z270N-Gaming 5,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
Gigabyte Z390 AORUS XTREME,Gigabyte ,,,,,LGA1151,EATX,128,4,Black / Silver
Supermicro X9SRH-7TF,Supermicro ,794.99,,,,LGA2011,ATX,64,8,Green / Blue
Asus Pro B460M-C/CSM,Asus ,,,,,LGA1200,Micro ATX,128,4,Green / Black
Asus M4A88TD-V EVO/USB3,Asus ,,,,,AM3,ATX,16,4,Black / Blue
Intel DG41WV,Intel ,,,,,LGA775,Micro ATX,4,2,Yellow / Black
MSI X58M,MSI ,,,,,LGA1366,Micro ATX,24,6,Black / Blue
Asus M4A78LT-M,Asus ,,,,,AM3,Micro ATX,16,4,Black / Blue
Gigabyte GA-H67MA-USB3-B3,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
Asus Rampage III Black Edition,Asus ,,,,,LGA1366,EATX,48,6,Black / Gray
Foxconn H61MXV,Foxconn ,,,,,LGA1155,Micro ATX,8,2,Blue / White
ASRock Z77 Pro3,ASRock ,,,,,LGA1155,ATX,32,4,Brown / Black
ASRock Z77 Pro4,ASRock ,,,,,LGA1155,ATX,32,4,Brown / Black
MSI H61M-P20 (G3),MSI ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
Intel DX79SR,Intel ,,,,,LGA2011,ATX,64,8,Black / Blue
Asus P9X79-E WS,Asus ,,,,,LGA2011,SSI CEB,64,8,Black / Blue
Asus Maximus VI Gene,Asus ,,,,,LGA1150,Micro ATX,32,4,
Gigabyte GA-Z87X-UD4H,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Red
ASRock Fatal1ty Z87 Killer,ASRock ,,,,,LGA1150,ATX,32,4,
Biostar H61MGV Ver. 7.x,Biostar ,,,,,LGA1155,Micro ATX,16,2,Black / Red
MSI A88X-G45 GAMING,MSI ,,,,,FM2+,ATX,64,4,Black / Red
Asus SABERTOOTH Z97 MARK2,Asus ,,,,,LGA1150,ATX,32,4,Brown / Black
MSI H97M-G43,MSI ,,,,,LGA1150,Micro ATX,32,4,Black / Blue
ASRock X99 Extreme3,ASRock ,,,,,LGA2011-3,ATX,64,4,Black / Blue
Gigabyte GA-X99-UD3,Gigabyte ,,,,,LGA2011-3,ATX,32,4,Black / Gold
MSI A68HM-E33,MSI ,,,,,FM2+,Micro ATX,32,2,Black
Asus M2N,Asus ,,,,,AM2,ATX,8,4,Yellow
Gigabyte G1.Sniper Z170,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Green
MSI B150M Pro-VD,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Supermicro X10SRM-F,Supermicro ,,,,,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green
Supermicro X10SDV-7TP4F,Supermicro ,,,,,Integrated Xeon D-1537,Flex ATX,64,4,Green
ASRock Fatal1ty Z170 Gaming K6,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
MSI X99A TOMAHAWK,MSI ,,,,,LGA2011-3,ATX,128,8,Black / Silver
Supermicro X10SLH-F,Supermicro ,,,,,LGA1150,Micro ATX,32,4,Green
ASRock Fatal1ty H270 Performance,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
Asus PRIME X370-A,Asus ,,,,,AM4,ATX,64,4,Black / Red
MSI X370 GAMING M7 ACK,MSI ,,,,,AM4,ATX,64,4,Black / Silver
MSI H370 GAMING PRO CARBON,MSI ,,,,,LGA1151,ATX,64,4,Black
MSI H310M PRO-D,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
EVGA X299 MICRO ATX 2,EVGA ,,,,,LGA2066,Micro ATX,64,4,Black / Silver
Asus Prime H310M-C R2.0/CSM,Asus ,,,,,LGA1151,Micro ATX,32,2,Green
Asus Prime X299 Edition 30,Asus ,,,,,LGA2066,ATX,256,8,Black / White
Biostar H410MH,Biostar ,,,,,LGA1200,Micro ATX,64,2,Black
Gigabyte H510M-S2H-V2-rev-13,Gigabyte ,,,,,LGA1200,Micro ATX,64,4,Black
MSI PRO B760-P DDR4,MSI ,,,,,LGA1700,ATX,128,4,Black / Silver
Asus PRIME H610I-PLUS-CSM,Asus ,,,,,LGA1700,Mini ITX,96,2,Black / Silver
MSI PRO A620M-C EX,MSI ,,,,,AM5,Micro ATX,96,2,Black
Supermicro C9Z390-CG-IW,Supermicro ,590.5,,,,LGA1151,Mini ITX,64,2,Black
MSI H170A PC Mate,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
EVGA Z490 DARK K|NGP|N,EVGA ,,,,,LGA1200,EATX,64,2,Black / Yellow
Biostar B760A-SILVER,Biostar ,,,,,LGA1700,ATX,192,4,Silver / Black
Asus P7P55D-E,Asus ,,,,,LGA1156,ATX,16,4,Black / Blue
EVGA 132-BL-E758-A1,EVGA ,,,,,LGA1366,ATX,24,6,Black / Gray
ASRock N68-S UCC,ASRock ,,,,,AM3/AM2+/AM2,Micro ATX,8,2,Black / Blue
Asus Rampage III Formula,Asus ,,,,,LGA1366,ATX,24,6,Black / Red
Gigabyte GA-P67A-D3-B3,Gigabyte ,,,,,LGA1155,ATX,32,4,Blue / White
Intel DQ67OWB3,Intel ,,,,,LGA1155,Micro ATX,32,4,Green / Blue
Asus Rampage IV Formula,Asus ,,,,,LGA2011,ATX,32,4,Black / Red
Gigabyte GA-Z77M-D3H,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
ASRock Z75 Pro3,ASRock ,,,,,LGA1155,ATX,32,4,Brown / Black
ASRock 960GM/U3S3 FX,ASRock ,,,,,AM3+,Micro ATX,16,2,Black / Blue
ASRock X79 Extreme11,ASRock ,,,,,LGA2011,EATX,64,8,Black / Silver
ASRock B75M-DGS,ASRock ,,,,,LGA1155,Micro ATX,16,2,Brown / Black
Gigabyte GA-Z77-HD3,Gigabyte ,,,,,LGA1155,ATX,32,4,Blue / White
ASRock Z87 Pro3,ASRock ,,,,,LGA1150,ATX,32,4,Brown / Black
Biostar B75MU3B,Biostar ,,,,,LGA1155,Micro ATX,16,2,Black / Red
ASRock H81M-ITX,ASRock ,,,,,LGA1150,Mini ITX,16,2,Brown / Black
Asus Q87T/CSM,Asus ,,,,,LGA1150,Thin Mini ITX,16,2,Black / Gold
MSI A88XM GAMING,MSI ,,,,,FM2+,Micro ATX,32,4,Black / Red
ASRock H97 Pro4,ASRock ,,,,,LGA1150,ATX,32,4,Black / Blue
MSI Z97-G43,MSI ,,,,,LGA1150,ATX,32,4,Black / Blue
Biostar A58ML,Biostar ,,,,,FM2+,Micro ATX,32,2,Black
MSI 990FXA-GAMING,MSI ,,,,,AM3+/AM3,ATX,32,4,Black / Red
Asus Z170-P D3,Asus ,,,,,LGA1151,ATX,64,4,Black / Gold
MSI Z170A XPOWER GAMING TITANIUM EDITION,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
ASRock Z170M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
Gigabyte GA-H170-D3HP,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black
Gigabyte GA-Q170M-MK,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
MSI B150M Gaming Pro,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Red
Asus X99-E-10G WS,Asus ,,,,,LGA2011-3,SSI CEB,128,8,Black / Silver
Gigabyte GA-Z270-HD3P,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z270X-UD3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI H270I GAMING PRO AC,MSI ,,,,,LGA1151,Mini ITX,32,2,Black / Red
Biostar TB350-BTC,Biostar ,,,,,AM4,ATX,32,2,Black / Yellow
Asus ROG MAXIMUS IX EXTREME,Asus ,,,,,LGA1151,EATX,64,4,Black / Red
ASRock H370 Pro4,ASRock ,,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte H310 D3,Gigabyte ,,,,,LGA1151,ATX,32,2,Silver / Black
ASRock Z490 Phantom Gaming 4/ax,ASRock ,,,,,LGA1200,ATX,128,4,Black / Gray
ASRock E3C246D4U2-2L2T,ASRock ,,,,,LGA1151,Micro ATX,128,4,Green
MSI B560M PRO WIFI,MSI ,,,,,LGA1200,Micro ATX,64,2,Black
Gigabyte Z590M GAMING X,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar H510MH/E 2.0,Biostar ,,,,,LGA1200,Micro ATX,64,2,Black
Gigabyte Z690 UD AC,Gigabyte ,,,,,LGA1700,ATX,192,4,Black
Biostar B550MXC PRO,Biostar ,,,,,AM4,Micro ATX,128,4,Brown / Black
Gigabyte B760M E,Gigabyte ,,,,,LGA1700,Micro ATX,96,2,Black / Gray
Asus PRIME B650M-A AX6 II,Asus ,,,,,AM5,Micro ATX,192,4,Silver / Black
ASRock X570 Creator,ASRock ,,,,,AM4,ATX,128,4,Black / Silver
Intel DH55HC,Intel ,,,,,LGA1156,ATX,16,4,Blue / White
Asus M4A87TD/USB3,Asus ,,,,,AM3,ATX,16,4,Black / Blue
Asus Crosshair IV Formula,Asus ,,,,,AM3,ATX,16,4,Black / Red
Zotac NF610I-K-E,Zotac ,,,,,LGA775,Mini ITX,4,2,Black / Red
ASRock P45X3 Deluxe,ASRock ,,,,,LGA775,ATX,16,4,Black / Blue
Asus P8P67,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus P8H67-I DELUXE (REV 3.0),Asus ,,,,,LGA1155,Mini ITX,16,2,
ASRock Z68 Extreme4 Gen3,ASRock ,,,,,LGA1155,ATX,32,4,
Asus P5G41T-M LX PLUS,Asus ,,,,,LGA775,Micro ATX,8,2,Black / Blue
ASRock X79 Extreme3,ASRock ,,,,,LGA2011,ATX,32,4,Black / Silver
ASRock X79 Extreme6,ASRock ,,,,,LGA2011,ATX,64,8,Black / Silver
ASRock Fatal1ty X79 Professional,ASRock ,,,,,LGA2011,ATX,32,4,Black / Red
MSI Z77A-GD65,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
ASRock B75M-ITX,ASRock ,,,,,LGA1155,Mini ITX,16,2,Brown / Black
Asus P8B75-M LE,Asus ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
MSI B75A-G43,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
MSI H61M-E33/W8,MSI ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Sabertooth 990FX/GEN3 R2.0,Asus ,,,,,AM3+,ATX,32,4,
Gigabyte G1.SNIPER 5,Gigabyte ,,,,,LGA1150,EATX,32,4,Black / Green
Asus Z87-C,Asus ,,,,,LGA1150,ATX,32,4,
Intel DZ87KLT75K,Intel ,,,,,LGA1150,ATX,32,4,Black / Blue
Asus Maximus VI Extreme,Asus ,,,,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-Z87X-D3H,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
Asus H87I-PLUS,Asus ,,,,,LGA1150,Mini ITX,16,2,Black / Gold
ASRock H81M-DGS R2.0,ASRock ,,,,,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte GA-H81N,Gigabyte ,,,,,LGA1150,Mini ITX,16,2,Black / Silver
Asus VANGUARD B85,Asus ,,,,,LGA1150,Micro ATX,32,4,Brown
Gigabyte GA-Z97M-D3H,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Gigabyte GA-H97M-HD3,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black / Silver
ASRock Z97M-ITX/AC,ASRock ,,,,,LGA1150,Mini ITX,16,2,Black / Blue
EVGA Micro,EVGA ,,,,,LGA2011-3,Micro ATX,64,4,Black
Asus X99-PRO,Asus ,,,,,LGA2011-3,ATX,64,8,Black / White
Asus A68HM-E,Asus ,,,,,FM2+,Micro ATX,32,2,Black / Gold
Gigabyte GA-F2A68HM-DS2H,Gigabyte ,,,,,FM2+,Micro ATX,64,2,Black
Biostar Hi-Fi A70U3P,Biostar ,,,,,FM2+,Micro ATX,32,2,Black / Silver
MSI G41M4-F,MSI ,,,,,LGA775,Micro ATX,8,2,Red
MSI A68HM-GRENADE,MSI ,,,,,FM2+,Micro ATX,32,2,Brown / Black
MSI A68HI AC,MSI ,,,,,FM2+,Mini ITX,32,2,Black
ASRock Z170 Pro4,ASRock ,,,,,LGA1151,ATX,64,4,Black / Orange
Gigabyte GA-B150M-HD3 DDR3,Gigabyte ,,,,,LGA1151,Micro ATX,16,2,Black / Silver
Gigabyte GA-970-Gaming,Gigabyte ,,,,,AM3+,ATX,32,4,Black / Red
MSI 970A-G43 Plus,MSI ,,,,,AM3+/AM3,ATX,32,4,Black / Silver
ASRock E3C236D2I,ASRock ,,,,,LGA1151,Mini ITX,32,2,Green / Blue
Asus H110M-E,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Gold
MSI B150M MORTAR ARCTIC,MSI ,,,,,LGA1151,Micro ATX,64,4,White
Gigabyte GA-Gaming B8,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Green
Gigabyte GA-Z270X-Gaming K7,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250M-Gaming 3,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte X299 AORUS Gaming 7,Gigabyte ,,,,,LGA2066,ATX,128,8,Black / Silver
Biostar A320MH PRO,Biostar ,,,,,AM4,Micro ATX,32,2,Black / Yellow
Asus ROG STRIX B250G GAMING,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Red
ASRock N68-GS4 FX R2.0,ASRock ,,,,,AM3+,Micro ATX,16,2,Black
MSI H370 GAMING PLUS,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
Biostar X470GT8,Biostar ,,,,,AM4,ATX,64,4,Black / Silver
Gigabyte Z490 UD AC,Gigabyte ,,,,,LGA1200,ATX,128,4,Black / Silver
ASRock Z490 PG Velocita,ASRock ,,,,,LGA1200,ATX,128,4,Black / Silver
Biostar B550GTA,Biostar ,,,,,AM4,ATX,128,4,Black
