name,manufacturer,msrp,nvme_slot_count,ethernet,photo,socket,form_factor,max_memory,memory_slots,color
ASRock H410M-HVS,ASRock ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
MSI MEG Z590 ACE GOLD EDITION,MSI ,,,,,LGA1200,ATX,128,4,Silver / Gold
EVGA Z690 CLASSIFIED,EVGA ,,,,,LGA1700,EATX,128,4,Black / Silver
MSI Z590 PRO WIFI (CEC),MSI ,,,,,LGA1200,ATX,128,4,Black / Silver
Intel D525MW,Intel ,152.51,,,,Integrated Atom D525,Mini ITX,4,2,Green / Black
ASRock Fatal1ty Z370 Gaming K6,ASRock ,431.99,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte Z690 AORUS XTREME,Gigabyte ,,,,,LGA1700,EATX,192,4,Black
Asus Sabertooth P67,Asus ,,,,,LGA1155,ATX,32,4,Brown / Black
Gigabyte GA-X79-UD3,Gigabyte ,,,,,LGA2011,ATX,32,4,Black
Gigabyte GA-Z77-DS3H,Gigabyte ,,,,,LGA1155,ATX,32,4,Blue / White
Asus P8Z77-M PRO,Asus ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-H87-D3H,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
ASRock Fatal1ty X99X Killer,ASRock ,,,,,LGA2011-3,ATX,128,8,Black / Red
Asus Z170M-E D3,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-B150M-D2V DDR3,Gigabyte ,,,,,LGA1151,Micro ATX,16,2,Black / Silver
MSI H110I Pro,MSI ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Asus PRIME B250M-PLUS,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte GA-H270M-DS3H,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black
MSI X399 SLI PLUS,MSI ,,,,,sTR4,ATX,128,8,Black
MSI H310M PRO-VD,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte H370M D3H,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Silver / Black
MSI B360M GAMING PLUS,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Red
ASRock H310M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Asus PRIME B350M-K,Asus ,,,,,AM4,Micro ATX,32,2,Black / Silver
NZXT N7 Z390,NZXT ,,,,,LGA1151,ATX,64,4,Black
MSI B450M PRO-VDH V2,MSI ,,,,,AM4,Micro ATX,64,4,Black
Gigabyte B460M D3H,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Asus TUF GAMING B460-PRO (WI-FI),Asus ,,,,,LGA1200,ATX,128,4,Black / Gold
Asus TUF GAMING H470-PRO (WI-FI),Asus ,,,,,LGA1200,ATX,128,4,Black / Silver
MSI MPG B460I GAMING EDGE WIFI,MSI ,,,,,LGA1200,Mini ITX,64,2,Black / Silver
Asus PRIME H570-PLUS,Asus ,,,,,LGA1200,ATX,128,4,Silver / Black
ASRock H510M/ac,ASRock ,,,,,LGA1200,Micro ATX,64,2,Silver / Black
EVGA X570 FTW WIFI,EVGA ,,,,,AM4,ATX,128,4,Black
Asus PRIME H310M-D R2.0,Asus ,,,,,LGA1151,Micro ATX,32,2,Black
Gigabyte B760M D2H DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,64,2,Black
Asus PRIME H610M-R,Asus ,,,,,LGA1700,Micro ATX,96,2,Black
Asus PRIME Z790-V AX-CSM,Asus ,,,,,LGA1700,ATX,192,4,Silver / Black
ASRock Z390 Phantom Gaming 6,ASRock ,,,,,LGA1151,ATX,128,4,Black / Silver
EVGA X299 FTW K,EVGA ,,,,,LGA2066,EATX,256,8,Black
ASRock X570 Extreme4,ASRock ,,,,,AM4,ATX,128,4,Black / Silver
MSI MAG Z590 TORPEDO,MSI ,,,,,LGA1200,ATX,128,4,Black / Blue
Gigabyte H310N,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black
MSI 760GM-P23 (FX),MSI ,,,,,AM3+,Micro ATX,16,2,Black / Blue
Asus M5A78L-M LX PLUS,Asus ,,,,,AM3+,Micro ATX,16,2,Black / Blue
Asus P8H77-V LE,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus P8H77-M PRO,Asus ,,,,,LGA1155,Micro ATX,32,4,
Intel DH87RL,Intel ,,,,,LGA1150,Micro ATX,32,4,Black / Blue
MSI H81M-E34,MSI ,,,,,LGA1150,Micro ATX,16,2,Black / Silver
Asus MAXIMUS VII FORMULA,Asus ,,,,,LGA1150,ATX,32,4,Black / Red
MSI X99S Gaming 7,MSI ,,,,,LGA2011-3,ATX,128,8,Black / Red
Asus M5A97 PLUS,Asus ,,,,,AM3+,ATX,32,4,Black / Blue
MSI 970A SLI Krait Edition,MSI ,,,,,AM3+,ATX,32,4,Black / White
MSI X99A Raider,MSI ,,,,,LGA2011-3,ATX,128,8,Black
Gigabyte GA-Z170X-UD5,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
ASRock Z170M Pro4S,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Orange
MSI Z170I GAMING PRO AC,MSI ,,,,,LGA1151,Mini ITX,32,2,Black / Red
Asus B150M-A,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock H110M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Orange
Asus PRIME Z270M-PLUS,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
MSI A320M GRENADE,MSI ,,,,,AM4,Micro ATX,32,2,Black / Red
MSI A320M PRO-VD PLUS,MSI ,,,,,AM4,Micro ATX,32,2,Brown / Black
Asus PRIME A320M-C R2.0,Asus ,,,,,AM4,Micro ATX,32,2,Black / Gold
Gigabyte GA-AB350M-HD3 (rev. 1.0),Gigabyte ,,,,,AM4,Micro ATX,32,2,Brown / Black
Asus ROG Strix H370-I Gaming,Asus ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte Z390 GAMING SLI,Gigabyte ,,,,,LGA1151,ATX,128,4,Black / Silver
Biostar A32M2,Biostar ,,,,,AM4,Micro ATX,32,2,Black
MSI MAG B560M MORTAR,MSI ,,,,,LGA1200,Micro ATX,128,4,Black
Gigabyte B560M D3H,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Brown / Black
Asus WS X299 PRO/SE,Asus ,515.32,,,,LGA2066,SSI CEB,128,8,Black / Silver
MSI MPG Z790 EDGE MONSTER HUNTER EDITION,MSI ,,,,,LGA1700,ATX,256,4,Black / Red
Gigabyte B760M AORUS PRO AX DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black / Silver
ASRock Z590 Steel Legend WiFi 6E,ASRock ,,,,,LGA1200,ATX,128,4,Silver / Black
Asus Rampage III Gene,Asus ,,,,,LGA1366,Micro ATX,24,6,Black / Red
Asus M2N68-AM PLUS,Asus ,,,,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
Asus P9X79 WS,Asus ,,,,,LGA2011,SSI CEB,64,8,Black / Blue
MSI X79A-GD45 Plus,MSI ,,,,,LGA2011,ATX,128,8,Black / Gray
ASRock Z87 Extreme4,ASRock ,,,,,LGA1150,ATX,32,4,Brown / Black
Asus M5A97 EVO R2.0,Asus ,,,,,AM3+,ATX,32,4,Black / Blue
Asus A88XM-A,Asus ,,,,,FM2+,Micro ATX,64,4,Black / Gold
Asus H97M-PLUS,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Gigabyte GA-X99-UD4,Gigabyte ,,,,,LGA2011-3,ATX,128,8,Black / Yellow
Asus B85-PRO GAMER,Asus ,,,,,LGA1150,ATX,32,4,Black / Red
Asus ASUS CS-B,Asus ,,,,,LGA1150,Micro ATX,32,4,Brown / Black
Gigabyte GA-Z170N-WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black
Asus H170M-PLUS,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock EPC612D4I,ASRock ,,,,,LGA2011-3 Narrow,Mini ITX,64,4,Black / Green
ASRock Z170M Extreme4,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Orange
ASRock H270M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Asus PRIME B350M-A/CSM,Asus ,,,,,AM4,Micro ATX,64,4,Black / Silver
ASRock Fatal1ty X370 Professional Gaming,ASRock ,,,,,AM4,ATX,64,4,Black / Red
Gigabyte GA-A320M-HD2,Gigabyte ,,,,,AM4,Micro ATX,32,2,Black
Asus ROG MAXIMUS X CODE,Asus ,,,,,LGA1151,ATX,64,4,Black
MSI H370M BAZOOKA,MSI ,,,,,LGA1151,Micro ATX,64,4,Black / White
MSI A320M PRO-M2,MSI ,,,,,AM4,Micro ATX,32,2,Black
Gigabyte GA-Z68AP-D3,Gigabyte ,,,,,LGA1155,ATX,32,4,Blue / White
ASRock Z390 PHANTOM GAMING X,ASRock ,,,,,LGA1151,ATX,128,4,Black / Silver
ASRock H110M-DVS R3.0,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black
ASRock B460M Steel Legend,ASRock ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Colorful CVN B460I GAMING FROZEN V20,Colorful ,,,,,LGA1200,Mini ITX,64,2,White / Black
ASRock H570 Phantom Gaming 4,ASRock ,,,,,LGA1200,ATX,128,4,Silver / Black
Gigabyte B660M GAMING X DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black
Gigabyte Z690 AORUS ELITE AX (rev. 1.4),Gigabyte ,,,,,LGA1700,ATX,128,4,Black
ASRock C246M WS,ASRock ,323.01,,,,LGA1151,Micro ATX,64,4,Green / Blue
Supermicro C9Z390-CGW,Supermicro ,667.39,,,,LGA1151,ATX,128,4,Black / Silver
ASRock Z490 Steel Legend,ASRock ,,,,,LGA1200,ATX,128,4,Black / Silver
Asus ProART Z490-CREATOR 10G,Asus ,,,,,LGA1200,ATX,128,4,Black
Colorful BATTLE-AX Z790M-PLUS D5 V20,Colorful ,,,,,LGA1700,Micro ATX,128,4,Black / Orange
Intel DG45FC,Intel ,,,,,LGA775,Mini ITX,4,2,Blue / Silver
Asus Rampage III Extreme,Asus ,,,,,LGA1366,ATX,24,6,Black / Red
Gigabyte GA-X58A-UD3R,Gigabyte ,,,,,LGA1366,ATX,24,6,Blue / White
Gigabyte GA-G41M-ES2L,Gigabyte ,,,,,LGA775,Micro ATX,8,2,Multicolor
ASRock H61M-VS,ASRock ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
ASRock X79 Extreme4,ASRock ,,,,,LGA2011,ATX,32,4,Brown / Black
MSI 970A-G46,MSI ,,,,,AM3+,ATX,32,4,Black / Blue
Asus P8Z77-V DELUXE,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
XFX MBN790IUL9,XFX ,,,,,LGA775,ATX,8,4,
Gigabyte GA-Z87-D3HP,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
Gigabyte GA-H81M-H,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-F2A88XM-DS2,Gigabyte ,,,,,FM2+,Micro ATX,64,2,Black / Silver
MSI H97 PC MATE,MSI ,,,,,LGA1150,ATX,32,4,Black / Blue
Asus H170M-PLUS/CSM,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-990FX-Gaming,Gigabyte ,,,,,AM3+,ATX,32,4,Black / Red
ASRock C236M WS,ASRock ,,,,,LGA1151,Micro ATX,64,4,Green / Blue
ASRock A68M-ITX,ASRock ,,,,,FM2+,Mini ITX,32,2,Black / Orange
Supermicro X10SRM-TF,Supermicro ,,,,,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green
Asus B150M PRO GAMING,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Red
MSI Z270 KRAIT GAMING,MSI ,,,,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250-HD3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
Asus STRIX B250G Gaming,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Red
Asus TUF B360-Pro Gaming (Wi-Fi),Asus ,,,,,LGA1151,ATX,64,4,Silver / Orange
Gigabyte H370N WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,
Gigabyte B360M H,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Silver / Red
ASRock B360M Performance,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock B365M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Asus PRIME A320I-K/CSM,Asus ,,,,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte B460M GAMING HD,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Black / Red
ASRock B560M Pro4/ac,ASRock ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
Asus TUF GAMING B560M-E,Asus ,,,,,LGA1200,Micro ATX,128,4,Black / Gold
Asus PRIME B550M-K ARGB-CSM,Asus ,,,,,AM4,Micro ATX,64,2,Black
Gigabyte Z790 AORUS ELITE X,Gigabyte ,,,,,LGA1700,ATX,192,4,Black
Supermicro X10SLM-F-O,Supermicro ,345.99,,,,LGA1150,Micro ATX,32,4,Black / Green
Asus PRIME H470M-PLUS/CSM,Asus ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar B450MX,Biostar ,,,,,AM4,Micro ATX,128,4,Brown / Black
Asus PRIME A620M-E,Asus ,,,,,AM5,Micro ATX,96,2,Black / Silver
Asus P7P55D,Asus ,,,,,LGA1156,ATX,16,4,Black / Blue
Intel DG43GT,Intel ,,,,,LGA775,Micro ATX,8,4,Green / Blue
Intel DX58SO,Intel ,,,,,LGA1366,ATX,16,4,Black / Blue
MSI H61M-E33 (B3),MSI ,,,,,LGA1155,Micro ATX,16,2,
ASRock X79 Extreme4-M,ASRock ,,,,,LGA2011,Micro ATX,32,4,Brown / Black
MSI B75MA-P45,MSI ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
EVGA Classified SR-X,EVGA ,,,,,2 x LGA2011,HPTX,96,12,Black / Red
Asus P8H61-M LX PLUS R2.0,Asus ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
ECS H61H2-MV,ECS ,,,,,LGA1155,Micro ATX,16,2,Black / Gray
Asus Z77-A,Asus ,,,,,LGA1155,ATX,32,4,
Asus B75M-A,Asus ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
Asus H87M-E,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
MSI B85M-P33,MSI ,,,,,LGA1150,Micro ATX,32,2,Black / Blue
Gigabyte GA-B85M-HD3,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black
ASRock Fatal1ty H97 Performance,ASRock ,,,,,LGA1150,ATX,32,4,Black / Red
MSI Z97M-G43,MSI ,,,,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-H97-HD3,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-F2A68HM-H,Gigabyte ,,,,,FM2+,Micro ATX,64,2,Black
Asus RAMPAGE V EXTREME/U3,Asus ,,,,,LGA2011-3,EATX,64,8,Black / Red
ASRock Z97 Killer/3.1,ASRock ,,,,,LGA1150,ATX,32,4,Black / Red
EVGA Micro 2,EVGA ,,,,,LGA2011-3,Micro ATX,64,4,Black
Gigabyte GA-H170N-WIFI,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black
Asus H110M-A/DP,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Gold
MSI X99A WORKSTATION,MSI ,,,,,LGA2011-3,ATX,128,8,Black / Yellow
Gigabyte GA-H270-HD3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z270X-Gaming K5,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-Z270X-Gaming 7,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / White
ASRock Fatal1ty Z270 Gaming K6,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
ASRock Fatal1ty X399 Professional Gaming,ASRock ,,,,,sTR4,ATX,128,8,Black / Silver
MSI X399 GAMING PRO CARBON AC,MSI ,,,,,sTR4,ATX,128,8,Black / Silver
Gigabyte X399 AORUS Gaming 7,Gigabyte ,,,,,sTR4,ATX,128,8,Black / Silver
Gigabyte Z370M D3H (rev. 1.0),Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Gray
NZXT N7 Z370,NZXT ,,,,,LGA1151,ATX,64,4,White / Black
MSI H310M GAMING PLUS,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Red
Asus PRIME H310M-D,Asus ,,,,,LGA1151,Micro ATX,32,2,Silver / Black
Asus ROG MAXIMUS XI GENE,Asus ,,,,,LGA1151,Micro ATX,64,2,Black
MSI Creator X299,MSI ,,,,,LGA2066,EATX,256,8,Black / Silver
ASRock H570M-ITX/ac,ASRock ,,,,,LGA1200,Mini ITX,64,2,Silver / Black
Asus PRIME H610I-PLUS D4,Asus ,,,,,LGA1700,Mini ITX,64,2,Silver / Black
MSI PRO B660M-G,MSI ,,,,,LGA1700,Micro ATX,96,2,Black / Silver
MSI PRO Z790-P II,MSI ,,,,,LGA1700,ATX,192,4,Black
MSI PRO H610M-S WIFI DDR4,MSI ,,,,,LGA1700,Micro ATX,64,2,Black
Gigabyte Z490 AORUS XTREME,Gigabyte ,735.9,,,,LGA1200,EATX,128,4,Black / Silver
Supermicro C7Z87-OCE,Supermicro ,516.09,,,,LGA1150,ATX,32,4,Black / Blue
ASRock X370M Pro4,ASRock ,,,,,AM4,Micro ATX,64,4,Black / White
MSI X99A SLI KRAIT EDITION,MSI ,,,,,LGA2011-3,ATX,128,8,Black / White
Gigabyte GA-B75M-HD3,Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
Asus P7P55D-E LX,Asus ,,,,,LGA1156,ATX,16,4,Blue / White
MSI P43-C51,MSI ,,,,,LGA775,ATX,16,4,Black / Blue
Asus P8P67 LE,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Intel DH61BEB3,Intel ,,,,,LGA1155,Micro ATX,8,2,Green / Blue
Asus P8Z77-M,Asus ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-X79-UP4,Gigabyte ,,,,,LGA2011,ATX,64,8,Black / Gray
EVGA 111-IB-E692-KR,EVGA ,,,,,LGA1155,Mini ITX,16,2,Black
Gigabyte GA-Z87X-UD3H,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
MSI B85M-G43,MSI ,,,,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-Z97N-WIFI,Gigabyte ,,,,,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-Z97X-UD3H-BK,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
ASRock Fatal1ty X99 Professional Gaming i7,ASRock ,,,,,LGA2011-3,ATX,128,8,Black / Red
Gigabyte GA-Z270MX-Gaming 5,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Fatal1ty B250 Gaming K4,ASRock ,,,,,LGA1151,ATX,64,4,Black / Red
ASRock H270 Pro4,ASRock ,,,,,LGA1151,ATX,64,4,Black / White
MSI B360M MORTAR TITANIUM,MSI ,,,,,LGA1151,Micro ATX,64,4,White
MSI B360M PRO-VD,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
EVGA Z390 FTW,EVGA ,,,,,LGA1151,ATX,128,4,Black / Silver
Gigabyte GA-B365M-HD3,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte Z490M,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte H410M S2,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H410M/ac,ASRock ,,,,,LGA1200,Micro ATX,64,2,Black
ASRock H410M-HDV,ASRock ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
Gigabyte B560I AORUS PRO AX,Gigabyte ,,,,,LGA1200,Mini ITX,64,2,Black / Silver
Colorful CVN Z790D5 GAMING FROZEN V20,Colorful ,,,,,LGA1700,ATX,192,4,Silver / Copper
MSI PRO B760M-A DDR4 II,MSI ,,,,,LGA1700,Micro ATX,128,4,Silver / Black
ASRock A620M-HDVP,ASRock ,,,,,AM5,Micro ATX,96,2,Black
Gigabyte GA-F2A88XM-D3HP,Gigabyte ,,,,,FM2+,Micro ATX,64,4,Black
Asus ROG CROSSHAIR VI EXTREME,Asus ,,,,,AM4,EATX,64,4,Black / Silver
Biostar TB85,Biostar ,,,,,LGA1150,ATX,16,2,Black / Yellow
Asus TUF X299 MARK 1,Asus ,,,,,LGA2066,ATX,128,8,Black
Asus WS X299 PRO,Asus ,745.12,,,,LGA2066,ATX,128,8,Black / Silver
Asus Pro B560M-C/CSM,Asus ,,,,,LGA1200,Micro ATX,128,4,Green / Black
Asus P5P43TD,Asus ,,,,,LGA775,ATX,16,4,Multicolor
Gigabyte GA-P43-ES3G,Gigabyte ,,,,,LGA775,ATX,16,4,Multicolor
Asus P6TD Deluxe,Asus ,,,,,LGA1366,ATX,24,6,Black / Orange
ECS H61H2-M2(1.0),ECS ,,,,,LGA1155,Micro ATX,16,2,Black / Gray
Asus Sabertooth 990FX,Asus ,,,,,AM3+,ATX,32,4,Brown / Black
Gigabyte GA-Z68XP-UD3,Gigabyte ,,,,,LGA1155,ATX,32,4,Blue / White
Intel DH61WWB3,Intel ,,,,,LGA1155,Micro ATX,8,2,Green / Blue
Biostar H61MGC,Biostar ,,,,,LGA1155,Micro ATX,16,2,Black / Red
Asus P9X79 DELUXE,Asus ,,,,,LGA2011,ATX,64,8,Black / Blue
Asus Rampage IV Extreme,Asus ,,,,,LGA2011,EATX,64,8,Black / Red
Intel DH61ZE,Intel ,,,,,LGA1155,Micro ATX,16,2,Green / Blue
Asus Z9PA-D8,Asus ,,,,,2 x LGA2011,ATX,64,8,Green / Blue
Asus B85-PLUS,Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
ASRock 970 Extreme3 R2.0,ASRock ,,,,,AM3+,ATX,64,4,Brown / Black
Gigabyte GA-H97-D3H,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gold
MSI H97 GAMING 3,MSI ,,,,,LGA1150,ATX,32,4,Black / Red
Asus X99-DELUXE/U3.1,Asus ,,,,,LGA2011-3,ATX,64,8,Black / White
Gigabyte GA-X99-Gaming 5P,Gigabyte ,,,,,LGA2011-3,EATX,128,8,Black / Red
Asus SABERTOOTH Z170 MARK 1,Asus ,,,,,LGA1151,ATX,64,4,Black
EVGA Z170 Stinger,EVGA ,,,,,LGA1151,Mini ITX,32,2,Black
ASRock B150M Pro4,ASRock ,,,,,LGA1151,Micro ATX,64,4,Black / Orange
Gigabyte G1.Sniper B7,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Green
Gigabyte GA-990FXA-UD3 Ultra,Gigabyte ,,,,,AM3+,ATX,64,4,Black / Silver
Gigabyte GA-H110M-S2,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black / White
MSI Z270M MORTAR,MSI ,,,,,LGA1151,Micro ATX,64,4,Black / Red
MSI B250M MORTAR ARCTIC,MSI ,,,,,LGA1151,Micro ATX,64,4,White
Gigabyte GA-AX370-Gaming K3,Gigabyte ,,,,,AM4,ATX,64,4,Black / Red
MSI X299M GAMING PRO CARBON AC,MSI ,,,,,LGA2066,Micro ATX,64,4,Black
MSI X370 GAMING PRO CARBON AC,MSI ,,,,,AM4,ATX,64,4,Black
Gigabyte Z370 AORUS ULTRA GAMING 2.0,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
ECS A320AM4-M3D,ECS ,,,,,AM4,Micro ATX,32,2,Black
MSI MEG Z490 GODLIKE,MSI ,,,,,LGA1200,EATX,128,4,Black / Silver
ASRock Z590 Extreme,ASRock ,,,,,LGA1200,ATX,128,4,Black / Blue
Gigabyte B660M D2H DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,64,2,Black
Gigabyte H470M H,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Black
Biostar B550M-SILVER,Biostar ,,,,,AM4,Micro ATX,128,4,Black / Silver
Biostar B560MX-E PRO,Biostar ,,,,,LGA1200,Micro ATX,128,4,Brown / Silver
Gigabyte B760M GAMING X,Gigabyte ,,,,,LGA1700,Micro ATX,192,4,Brown / Black
ASRock H310CM-HG4,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Asus PRIME H610M-K D4-ARGB,Asus ,,,,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte Z790 S DDR4 (rev. 1.0),Gigabyte ,,,,,LGA1700,ATX,128,4,Black
ASRock C70M1,ASRock ,,,,,Integrated C-Series C-70,Mini ITX,16,2,Black / Blue
MSI H310M PRO-M2,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown / Black
Asus PRIME B760M-K D4-CSM,Asus ,,,,,LGA1700,Micro ATX,64,2,Silver / Black
Colorful CVN Z790 GAMING FROZEN V20,Colorful ,,,,,LGA1700,ATX,128,4,Silver / Black
Asus M4A88T-I Deluxe,Asus ,,,,,AM3,Mini ITX,8,2,Black / Blue
Gigabyte GA-P61-USB3-B3,Gigabyte ,,,,,LGA1155,ATX,16,2,Blue / White
Asus P8Z68-V PRO,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-970A-UD3,Gigabyte ,,,,,AM3+,ATX,32,4,Blue / White
Gigabyte GA-H77M-D3H,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
MSI Z77A-G43,MSI ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus P8Q77-M/CSM,Asus ,,,,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-H77N-WIFI,Gigabyte ,,,,,LGA1155,Mini ITX,16,2,Black / Silver
Biostar TA970,Biostar ,,,,,AM3+,ATX,64,4,Black / Red
Asus Z87-Plus,Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
MSI Z87-G41 PC Mate,MSI ,,,,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-H81M-HD3,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,
ASRock 990FX Killer,ASRock ,,,,,AM3+,ATX,64,4,Black / Red
Asus MAXIMUS VII GENE,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Red
MSI Z97M Gaming,MSI ,,,,,LGA1150,Micro ATX,32,4,Black / Red
Asus SABERTOOTH Z97 MARK S,Asus ,,,,,LGA1150,ATX,32,4,White / Gray
Gigabyte GA-Z97-HD3P,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gray
ASRock Fatal1ty X99M Killer/3.1,ASRock ,,,,,LGA2011-3,Micro ATX,64,4,Black / Red
Asus H170M-E D3,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H170-HD3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
ASRock H110M-HDS,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Orange
Gigabyte GA-B150N-GSM,Gigabyte ,,,,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-B250-HD3P,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H110M-S2V,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black
Biostar B350GTN,Biostar ,,,,,AM4,Mini ITX,32,2,Black
Gigabyte GA-970A-DS3P FX (rev. 2.1),Gigabyte ,,,,,AM3+/AM3,ATX,32,4,Black / Gray
